,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,0.173769693612,,,,0.710493962701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,0.28945449791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502404190917,,,,,,
3,,,,,,,,,,,,,,,,,,,,0.449387578663,,,,,,,,,,,,,,,,,,,,,,,0.338758044903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,0.0574840406635,,,,,0.314034105656,,,,,,,,,,,,0.0212124858435,,,,,0.0377880781963,,,,,,0.0938696595528,,,,0.244086992245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0855728013686,,,,,,,,,,0.0281204808588,,,,0.0349854158631,,
5,,0.120397020163,,,,,,,,,,,,,0.146222125957,,,,,0.245453394457,,,,,,,,,,,,,,,,,,,,,,,0.0377507916152,,,,,0.0841806595522,0.0765142644495,,,,,,,,,,,,,,,,,,,,,0.028581835158,,,,,,,,,,,,,,0.172750367703,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,0.103203116587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644350729378,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,0.284166444516,,,,,0.261938721603,,,,,,,,,,,,,,,,,,,,0.0860708676378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931255963849,,,,,,,,,,,,0.164977560565,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,0.316002527668,,,,,,,,0.0155517408393,,,,,,,,,,,,,0.0328194136353,,0.0521195516871,,,,,,,,,,,,,,,,0.319974884026,,,,,,,,,,,,,,,,,,0.0937158315236,,0.0158039070942,,,,,0.0701327054094,,,,,,,,0.0166455304963,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,0.278768337206,,,,,,,,,,,,,,,,,0.0568713646732,,,,0.0450450796969,,0.0695093857677,,,,,,,,,,,,,,,,,,,,,,,,,,,0.414021946271,,,,,,,,,,,,,,0.0175886328028,,,0.0423029813643,,,,,,,0.0140069500066,,,,,,
10,,,,,,,,,,,,,,,0.014579545945,,,,,0.157492933441,,0.0206195027879,,,,0.0881474224217,,,,,,,,0.0160794372891,,,,,,,,,0.0238773553833,,,,,,,,,,,,,,,,0.0928090606669,,,,,,,,,,,0.0245207301952,,,,,,,,,,0.0369211636373,,0.109817001745,,,,,,,,,,0.341512831115,,,,,,,,
11,,,,,0.0213605936333,,,,,,,,,,0.0239006123185,,,,0.0590959264128,0.241971788846,,,,,,,,,,,,0.0385205650587,,,,,0.185813950328,,,,0.0211024666396,,0.0471918900491,,,,,0.0256570781872,,0.030778747925,,,,,,,,,0.0323934302662,,,,,,,,,,,0.0101550355372,,,,,,,0.142252753712,,,,,,,0.0720751079425,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,0.0340838712443,,,,0.0182731001183,0.260252568496,,,,,,,,,,,,0.0300164234225,,0.0491960443916,,,0.0380949721033,,,,,,0.0620342984265,,,,,0.0787387358397,,,,,,,0.0158561425202,,,,,,,,,,,,,,,0.0653622742741,,,,,,,,,0.0690047822868,,,0.112887627229,,,,,,,0.0293234282021,,,,,,,,,,0.0752482502016,
