,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,,,,,,,,,,,,,,,,,,,,,,0.307014168591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.576621091892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,0.145437277903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341048675877,,,,,,,0.299226215054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0309878675002,,,,,,,,,,,,,,,,,0.113673788409,,,,0.0788472008033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016062751909,,0.386674775367,,,,,,,0.049063191655,,,,,,,0.248220092184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,0.213870245434,,,,,,,,0.207672060941,,,0.0526577883825,0.112207478503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657388256531,0.0370267245788,,,,,,,,,,,,,0.0405617348864,0.189909669376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,0.0236325955716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364281089976,,,,,,,,,,,,,,,,,,,,,0.200206158453,,,,,,,,,0.300099456134,,,
5,,,,,,,,,,,,,,,,,,0.0684576848973,,,,0.280274418625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237507078206,,0.0177604963521,,,,,,,,,,0.0308452213969,,,,0.21984057335,,,,,,,,,,0.0165992956352,,,,,,,,,,,,,,,0.0580224618539,,,,,,,,
6,,,,,,,,,,,,,,,,,,0.142190150549,,,,0.051535710831,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192237354125,0.0471344986619,,,,,,,,,,,,,,,,0.214186483553,,,,,,,,,,,,,,,,,,0.278306677444,,,,,0.153485792494,,,,,,,0.0103539633229,,,
7,,,,,0.203589731398,,,,,,,,0.0726328392434,,,,,0.104789672938,,,,0.0410068555251,,,,,,,,,,,,,,,,,,,0.0124258418451,,,,,,0.0160314491243,,,,,,0.0204175406259,,,,,,,,,,,0.238254032742,,,0.162786435596,,,,,,,,,,,,,,,,,,0.0369568334424,,,,,,,,,,,,,,,
8,,,,0.0204168517779,,,,,,,,,,0.028071119356,,,,0.0821036749268,,,,0.107936023836,,,,,,,,,,,,,,,,,,,0.107275121482,,,,,,,,,,0.0873705268076,0.136626213405,0.0362761557912,0.089938657293,,,,,,,,,,,,,0.203459556119,,,,,,,0.0210700667489,,,,,,,,,,,,,,,0.0256138482677,,,,,,,,,,,
9,,,,,,,,,,,,,,,,0.0399871930585,,0.0506808706952,,,,0.0740845747852,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355733183098,,,0.0651695463109,,0.0719258726676,,,0.0273983971727,,,,,,,,,0.20380926526,,,,,,,,,,,,,,,,,,,,,,0.052450639789,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,0.883960231449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0336624063544,,,,,,,,,,,,,,0.165219689352,,,0.149850652264,,,,0.101727422997,,,,,0.0167757286122,,,,,,,,,,,,,,,,,,,,,0.0138899340983,0.0130072224273,,0.0296978841832,,0.087661881255,,,,,,,0.0257003966909,,,,,,0.0172048047991,0.233359927133,,,,,,,,,,,,,,,,,,,,,,,0.0205618204152,,,0.0189449182138,,,,,,,
12,,,,,,,,,0.0304913914479,,,,,,,,,0.15974502869,,,,0.0504562565388,,,,,,,,,,,,,,,,,,,,,,,,,,0.03380559716,0.0115643704738,,0.0269384847937,,0.0593817216452,,,,,,,,,,,0.0585878844814,,,0.214389368848,,0.04783812158,,,,,,0.0181305647223,,,,,,,,,,0.0301480992487,,,,,0.125696156333,,0.0332429090777,,,,,,,,
13,,,,,,,,,,,,,,,,0.0250665865734,0.27718085498,0.0961686008778,,,,0.0917344526004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476203470171,,0.086165998846,,,,,,,,,,,,,,0.170226116482,,,,,,,,,,,,,,,,,,0.0297358955866,,,,,0.074992852716,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,0.164028365836,,,,0.0159814002145,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338607806144,,,,0.0334046799598,,,,,,,,,,,,,,0.265693331839,,0.0498825703159,,,,,,,,,,,,,,,,,,,,,0.0136061017924,,,,,,,,,,
15,0.219043895038,,,,,,,0.0195481461173,,,,,,,,0.0219028514402,,0.134585342314,,,0.0121053091419,0.0808688716356,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0143536794937,,0.0439986565679,,0.0355464308724,,,,,,,,,,,,,0.0361862104475,0.257838840948,,,,,,,,0.0156026794481,,,,,,,,,,0.0171895110514,,,,,,,0.0215005166017,,,,,,,,
16,,,,0.0115098597794,,,,,,,,,0.0337824213989,,,,,0.109464428384,,,,0.093689491422,,,,,,,,,,,,,,,,,,,,,,,,,,0.0559114493678,,0.0853411417142,0.0631891257466,,0.0323517523657,0.0225753017581,,,,,,,,0.0206317483617,,,,,0.165331540418,,,,,,,,,0.173325075503,,,,,,,,,,,,,0.0112247675523,0.0297980266905,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,0.127893005248,0.253196546207,,,0.0967956961283,,,,,,,,,,,,,,,,,,,0.0142774352738,,,,,,0.0112349171574,0.0297948228813,,,0.0131742896588,,0.0560186635684,0.0200921328825,,,,,,0.0827648241108,,,,,,,0.193770582224,,,,,,,,,,,,,,,,,,,,,,,0.0142764340223,,0.0236251927543,,,,,,,,
18,,,,,,,,,,,,,,,,,,0.235545730796,,,,0.0644220085468,,,,,0.0345480799826,,,,,,,,,,,,,,,,,,,,,,,,,,0.168309780952,,,,,,,,,,,,,0.0582418423796,0.131592575484,,,,,,,,,,0.202607505969,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,0.146586105937,,,,0.101505892336,,,,,,,,,,,,,,,,,,,0.0130158910075,,,,,,,0.0100955936305,,,0.0340384668036,,0.0528189866663,,,,,,,,,0.172915347027,,0.0202189021899,,0.0307662674178,0.247338063099,,,,,,,,,,,,,,,,,,,,,,0.0101545777438,0.0268870717461,,,0.0358482564012,,,,,,,
20,,,,,,,,,,,,,,,,,,0.134630595345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133488268193,,,,,,,,,,,,,,,,,,,,,,,,,,0.587272990894,,,,,,,
21,,,,,,,,,,,,,0.0787281262954,,,,,0.2582141781,,,,0.0721295868579,,,,,,,,,,,,,,,,,,0.0394150497463,,,,,,,,,,,0.0463208214914,,0.0455690996176,,,,,,,,,,,,,,0.344773380106,,0.0115868722455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,0.174861002377,0.164334393152,,,,0.0813392557854,,,,,,,,,,,,,,,,,,,,,,,,,0.0110905559104,,0.0259477382958,,0.0236036342916,,0.058783633685,,,,,,,,,,,,,,0.213250206755,,,,,,,,,,,,,,,,,,0.0183458775197,,,,,0.110568356597,,,0.0260443785349,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,0.0136775867622,,,0.0896132816055,,,,,,,,,,,,,,,,,0.0256126633768,,,,,,,,0.103489176384,,,,,,,,,,,,,,,,,0.254813529283,,,,,,,,,,,0.0893581601625,,,,,,,,,,,,0.0273966418073,,0.26706996214,,0.011691708564,,,,,,
24,,,,,,,,,,,,,,,,,,0.171439201404,,,,0.0232647558626,,,,,,,,,,,,,,,,,,,,,,,,,,0.0202306651831,,,0.0767039136666,,0.0571831031678,,,,,,,0.0135304238369,,,,,,,0.179930332391,,,,,,,,0.0278756825146,,,,,,,,,,0.039255750775,,,,,0.134866385259,,,,,0.180767893575,,,,,
25,,,,,,,,,,,,,,,,,,0.221689625115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0300956671876,,,,,,,,,,,,,,0.161445973323,,,,,,,,,,,,,,,0.299751790369,,,,,,,,0.147523932027,,,,,,,,,,
26,,,,,,,,0.128638798584,,,,,,,,,,0.0801187764522,,,,0.0498510169222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169343710422,,,,,,,,0.335675905602,,,,,,,,,,,,,,,0.051591172237,,,,0.0397400135992,,,,,,
27,,,,,,,,,,,,0.274578429521,,,,,,0.150524032065,,,,0.0552736538579,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018672942752,,0.0312312398827,,0.030825999361,,,,,,,,,,,,,,0.218155172854,,,,,,,,0.0268238085848,,,,,,,,,,0.0268840738551,,,,,0.102085492866,,,,,,,,,,
28,,,,,,,,,,,,,0.146273804703,,,0.0229306645556,,0.0735942207118,,,,0.0590131507322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0398486654165,,,,,,,,,,,,,,0.247667078023,,,,,,,,,,,,,,,,,,,,,,,0.0273328651831,,0.263741991522,,0.0258293881795,,,,,,
