,id,collection,file,date,year,month,day,time,duration,country,channel,title,video_resolution,video_resolution_original,language,recording_location,original_broadcast_date,original_broadcast_time,original_broadcast_timezone,local_broadcast_date,local_broadcast_time,local_broadcast_timezone
293,t__b504cb66_b347_11e5_9ebb_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0030_DE_KCET_Deutsche_Welle_Journal.txt,2016-01-05,2016,01,05,0030,0:29:53.65,DE,KCET,Deutsche Welle Journal,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,16:30,America/Los_Angeles
294,t__e05f9058_b34b_11e5_b51a_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_UK_KCET_BBC_World_News_America.txt,2016-01-05,2016,01,05,0100,0:29:55.03,UK,KCET,BBC World News America,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
295,t__79490c64_b350_11e5_9375_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_CNN_Anderson_Cooper_360.txt,2016-01-05,2016,01,05,0100,0:59:54.73,US,CNN,Anderson Cooper 360,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
296,t__8cb5ea4c_b350_11e5_8c53_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_FOX-News_The_OReilly_Factor.txt,2016-01-05,2016,01,05,0100,0:59:54.65,US,FOX_News,The OReilly Factor,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
297,t__26c35b3e_b350_11e5_9644_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_HLN_Nancy_Grace.txt,2016-01-05,2016,01,05,0100,0:59:53.75,US,HLN,Nancy Grace,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
298,t__5a1616ca_b350_11e5_ac70_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_KABC_Eyewitness_News_5PM.txt,2016-01-05,2016,01,05,0100,0:59:53.58,US,KABC,Eyewitness News 5PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
299,t__5bdb2338_b350_11e5_8786_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_KCBS_CBS_2_News_at_5PM.txt,2016-01-05,2016,01,05,0100,0:59:54.59,US,KCBS,CBS 2 News at 5PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
300,t__42cf103e_b350_11e5_a089_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_KNBC_Channel_4_News.txt,2016-01-05,2016,01,05,0100,0:59:54.79,US,KNBC,Channel 4 News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
301,t__2f86855c_b350_11e5_88ea_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0100_US_MSNBC_All_In_With_Chris_Hayes.txt,2016-01-05,2016,01,05,0100,0:59:55.05,US,MSNBC,All In With Chris Hayes,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:00,America/Los_Angeles
302,t__0c2686d4_b350_11e5_a51f_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0130_US_KCET_Nightly_Business_Report.txt,2016-01-05,2016,01,05,0130,0:29:53.86,US,KCET,Nightly Business Report,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,17:30,America/Los_Angeles
303,t__40e97044_b354_11e5_b30b_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_QA_AlJazeera_Ali_Velshi_on_Target.txt,2016-01-05,2016,01,05,0200,0:29:53.90,QA,AlJazeera,Ali Velshi on Target,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
304,t__3b269bbe_b354_11e5_9718_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_UK_KCET_BBC_World_News.txt,2016-01-05,2016,01,05,0200,0:29:54.95,UK,KCET,BBC World News,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
305,t__bd21907a_b358_11e5_ae70_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_FOX-News_The_Kelly_File.txt,2016-01-05,2016,01,05,0200,0:59:54.88,US,FOX_News,The Kelly File,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
306,t__88b0565a_b358_11e5_bae2_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_HLN_HLN_Dr_Drew.txt,2016-01-05,2016,01,05,0200,0:59:53.83,US,HLN,HLN Dr Drew,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
307,t__66806d3a_b354_11e5_8bd6_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_KABC_Eyewitness_News_6PM.txt,2016-01-05,2016,01,05,0200,0:29:54.10,US,KABC,Eyewitness News 6PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
308,t__2c74df2c_b354_11e5_8c83_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_KCBS_CBS_2_News_at_6.txt,2016-01-05,2016,01,05,0200,0:28:53.46,US,KCBS,CBS 2 News at 6,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
309,t__566e55f6_b354_11e5_92a9_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_KNBC_Channel_4_News.txt,2016-01-05,2016,01,05,0200,0:29:54.67,US,KNBC,Channel 4 News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
310,t__88c8e60c_b358_11e5_975c_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_KOCE_The_PBS_Newshour.txt,2016-01-05,2016,01,05,0200,0:59:54.98,US,KOCE,The PBS Newshour,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
311,t__8d0554da_b358_11e5_9265_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0200_US_MSNBC_The_Rachel_Maddow_Show.txt,2016-01-05,2016,01,05,0200,0:59:54.98,US,MSNBC,The Rachel Maddow Show,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:00,America/Los_Angeles
312,t__9568884a_b358_11e5_b183_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0229_US_KCBS_CBS_Evening_News.txt,2016-01-05,2016,01,05,0229,0:30:53.45,US,KCBS,CBS Evening News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:29,America/Los_Angeles
313,t__705a1b68_b358_11e5_9506_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0230_QA_AlJazeera_America_Tonight.txt,2016-01-05,2016,01,05,0230,0:29:54.95,QA,AlJazeera,America Tonight,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-04,18:30,America/Los_Angeles
314,t__93296bf8_b358_11e5_b181_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0230_US_KABC_World_News_Tonight_With_David_Muir.txt,2016-01-05,2016,01,05,0230,0:29:53.58,US,KABC,World News Tonight With David Muir,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:30,America/Los_Angeles
315,t__77c6aa9c_b358_11e5_ae8a_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0230_US_KCET_Newsline.txt,2016-01-05,2016,01,05,0230,0:29:55.14,US,KCET,Newsline,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:30,America/Los_Angeles
316,t__9278d108_b358_11e5_99d6_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0230_US_KNBC_NBC_Nightly_News.txt,2016-01-05,2016,01,05,0230,0:29:54.65,US,KNBC,NBC Nightly News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,18:30,America/Los_Angeles
317,t__2996a7f6_b361_11e5_9f81_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0300_US_CNN_CNN_Tonight.txt,2016-01-05,2016,01,05,0300,0:59:54.76,US,CNN,CNN Tonight,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:00,America/Los_Angeles
318,t__2b6fbc84_b361_11e5_8770_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0300_US_FOX-News_Hannity.txt,2016-01-05,2016,01,05,0300,0:59:54.87,US,FOX_News,Hannity,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:00,America/Los_Angeles
319,t__b2d9aae0_b35c_11e5_a388_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0300_US_KCBS_The_Insider.txt,2016-01-05,2016,01,05,0300,0:29:54.61,US,KCBS,The Insider,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:00,America/Los_Angeles
320,t__b6385f06_b35c_11e5_b67a_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0300_US_KNBC_EXTRA.txt,2016-01-05,2016,01,05,0300,0:29:54.71,US,KNBC,EXTRA,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:00,America/Los_Angeles
321,t__dfe94500_b360_11e5_9d33_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0300_US_MSNBC_The_Last_Word_With_Lawrence_ODonnell.txt,2016-01-05,2016,01,05,0300,0:59:55.03,US,MSNBC,The Last Word With Lawrence ODonnell,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:00,America/Los_Angeles
322,t__e95f5d18_b360_11e5_be60_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0330_US_KCAL_Entertainment_Tonight.txt,2016-01-05,2016,01,05,0330,0:29:54.70,US,KCAL,Entertainment Tonight,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:30,America/Los_Angeles
323,t__f551f806_b360_11e5_b9fe_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0330_US_KNBC_Access_Hollywood.txt,2016-01-05,2016,01,05,0330,0:29:53.19,US,KNBC,Access Hollywood,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,19:30,America/Los_Angeles
324,t__fe7e7d92_b364_11e5_bfe2_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0400_QA_AlJazeera_News.txt,2016-01-05,2016,01,05,0400,0:29:53.82,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-04,20:00,America/Los_Angeles
325,t__222ba8e6_b365_11e5_b15c_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0400_US_ComedyCentral_Daily_Show.txt,2016-01-05,2016,01,05,0400,0:30:53.80,US,ComedyCentral,Daily Show,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,20:00,America/Los_Angeles
326,t__2efa2f26_b369_11e5_b9bf_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0430_QA_AlJazeera_Inside_Story.txt,2016-01-05,2016,01,05,0430,0:29:53.93,QA,AlJazeera,Inside Story,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-04,20:30,America/Los_Angeles
327,t__9a885538_b369_11e5_826f_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0431_US_ComedyCentral_The_Nightly_Show.txt,2016-01-05,2016,01,05,0431,0:31:53.76,US,ComedyCentral,The Nightly Show,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,20:31,America/Los_Angeles
328,t__19ca72c6_b37a_11e5_b5c3_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0600_US_KTLA_KTLA_News_at_10PM.txt,2016-01-05,2016,01,05,0600,0:59:52.99,US,KTLA,KTLA News at 10PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,22:00,America/Los_Angeles
329,t__20a2e9b6_b37a_11e5_8102_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0600_US_KTTV-FOX_Ten_OClock_News.txt,2016-01-05,2016,01,05,0600,0:59:53.63,US,KTTV_FOX,Ten OClock News,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,22:00,America/Los_Angeles
330,t__f8090fb2_b37e_11e5_955f_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0700_US_KABC_KABC_7_News_at_11PM.txt,2016-01-05,2016,01,05,0700,0:34:53.47,US,KABC,KABC 7 News at 11PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:00,America/Los_Angeles
331,t__fac1b524_b37e_11e5_81b1_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0700_US_KCBS_CBS_2_News_at_11PM.txt,2016-01-05,2016,01,05,0700,0:34:54.90,US,KCBS,CBS 2 News at 11PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:00,America/Los_Angeles
332,t__f536ad44_b37e_11e5_b62c_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0700_US_KNBC_Channel_4_News_at_11PM.txt,2016-01-05,2016,01,05,0700,0:34:53.45,US,KNBC,Channel 4 News at 11PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:00,America/Los_Angeles
333,t__23ba1828_b37e_11e5_b9b3_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0700_US_KOCE_Tavis_Smiley.txt,2016-01-05,2016,01,05,0700,0:29:55.06,US,KOCE,Tavis Smiley,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:00,America/Los_Angeles
334,t__8c2f3a20_b386_11e5_8184_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0730_US_KOCE_Charlie_Rose.txt,2016-01-05,2016,01,05,0730,0:59:55.23,US,KOCE,Charlie Rose,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:30,America/Los_Angeles
335,t__c0646918_b387_11e5_8be3_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0735_US_KABC_Jimmy_Kimmel_Live.txt,2016-01-05,2016,01,05,0735,1:01:53.51,US,KABC,Jimmy Kimmel Live,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:35,America/Los_Angeles
336,t__dcf863fe_b387_11e5_a958_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0735_US_KCBS_Late_Show_with_Stephen_Colbert.txt,2016-01-05,2016,01,05,0735,1:01:53.51,US,KCBS,Late Show with Stephen Colbert,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:35,America/Los_Angeles
337,t__b546cd14_b387_11e5_a5c9_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0735_US_KNBC_Tonight_Show_with_Jimmy_Fallon.txt,2016-01-05,2016,01,05,0735,1:01:55.37,US,KNBC,Tonight Show with Jimmy Fallon,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-04,23:35,America/Los_Angeles
338,t__ef02333e_b38e_11e5_99aa_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0830_US_KOCE_Charlie_Rose.txt,2016-01-05,2016,01,05,0830,0:59:53.93,US,KOCE,Charlie Rose,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,00:30,America/Los_Angeles
339,t__e26126ce_b38b_11e5_8835_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0837_US_KABC_Nightline.txt,2016-01-05,2016,01,05,0837,0:30:53.70,US,KABC,Nightline,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,00:37,America/Los_Angeles
340,t__13d97298_b390_11e5_b874_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_0837_US_KNBC_Late_Night_with_Seth_Myers.txt,2016-01-05,2016,01,05,0837,0:59:53.36,US,KNBC,Late Night with Seth Myers,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,00:37,America/Los_Angeles
341,t__a8023ab2_b39b_11e5_be19_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1000_US_CNN_Early_Start.txt,2016-01-05,2016,01,05,1000,0:59:53.54,US,CNN,Early Start,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,02:00,America/Los_Angeles
342,t__e284bc66_b3a3_11e5_b748_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1100_QA_AlJazeera_News.txt,2016-01-05,2016,01,05,1100,0:59:53.81,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-05,03:00,America/Los_Angeles
343,t__2c3f0014_b3a4_11e5_beb5_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1100_US_CNN_New_Day.txt,2016-01-05,2016,01,05,1100,0:59:55.21,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,03:00,America/Los_Angeles
344,t__3985b114_b3a4_11e5_8e07_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1100_US_FOX-News_Fox_and_Friends.txt,2016-01-05,2016,01,05,1100,0:59:55.23,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,03:00,America/Los_Angeles
345,t__9d720b3e_b3ac_11e5_8f16_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1200_US_CNN_New_Day.txt,2016-01-05,2016,01,05,1200,0:59:54.67,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,04:00,America/Los_Angeles
346,t__8e335be6_b3ac_11e5_bf56_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1200_US_FOX-News_Fox_and_Friends.txt,2016-01-05,2016,01,05,1200,0:59:53.53,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,04:00,America/Los_Angeles
347,t__1f8bde88_b3a8_11e5_a243_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1200_US_KNBC_Early_Today.txt,2016-01-05,2016,01,05,1200,0:29:54.94,US,KNBC,Early Today,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,04:00,America/Los_Angeles
348,t__55dbb7a2_b3ac_11e5_a801_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1230_US_KNBC_Today_in_LA_at_430am.txt,2016-01-05,2016,01,05,1230,0:29:53.99,US,KNBC,Today in LA at 430am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,04:30,America/Los_Angeles
349,t__f3a17398_b3b4_11e5_bf96_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1300_US_CNN_New_Day.txt,2016-01-05,2016,01,05,1300,0:59:53.52,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,05:00,America/Los_Angeles
350,t__f3a176b8_b3b4_11e5_89f8_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1300_US_FOX-News_Fox_and_Friends.txt,2016-01-05,2016,01,05,1300,0:59:53.56,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,05:00,America/Los_Angeles
351,t__d76db3e4_b3b4_11e5_ab9a_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1300_US_KNBC_Today_in_LA_at_5am.txt,2016-01-05,2016,01,05,1300,0:59:53.50,US,KNBC,Today in LA at 5am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,05:00,America/Los_Angeles
352,t__0974053e_b3bd_11e5_b245_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_QA_AlJazeera_News.txt,2016-01-05,2016,01,05,1400,0:59:53.74,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
353,t__a92e19ac_b3bd_11e5_8012_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_CNN_Newsroom.txt,2016-01-05,2016,01,05,1400,0:59:54.94,US,CNN,Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
354,t__5a497322_b3bd_11e5_8e12_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_FOX-News_Americas_Newsroom.txt,2016-01-05,2016,01,05,1400,0:59:53.45,US,FOX_News,Americas Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
355,t__271171e4_b3bd_11e5_9bbe_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_HLN_HLN_Morning_Express.txt,2016-01-05,2016,01,05,1400,0:59:55.00,US,HLN,HLN Morning Express,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
356,t__130dff28_b3bd_11e5_bd74_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_KCET_Newsroom_Tokyo.txt,2016-01-05,2016,01,05,1400,0:59:55.19,US,KCET,Newsroom Tokyo,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
357,t__3fcd65b2_b3bd_11e5_bc68_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_KNBC_Today_in_LA_at_6am.txt,2016-01-05,2016,01,05,1400,0:59:53.45,US,KNBC,Today in LA at 6am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
358,t__a6e6b1e0_b3bd_11e5_9e70_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_KTTV-FOX_Morning_News_at_6AM.txt,2016-01-05,2016,01,05,1400,0:59:53.67,US,KTTV_FOX,Morning News at 6AM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
359,t__948a521a_b3c5_11e5_be82_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1400_US_MSNBC_Live_with_Jose_Diaz-Balart.txt,2016-01-05,2016,01,05,1400,1:59:53.72,US,MSNBC,Live with Jose Diaz-Balart,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,06:00,America/Los_Angeles
360,t__ba979936_b3c5_11e5_bfa0_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1500_US_CNN_Newsroom.txt,2016-01-05,2016,01,05,1500,0:59:53.52,US,CNN,Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,07:00,America/Los_Angeles
361,t__d1f3bcc2_b3c5_11e5_9c95_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1500_US_FOX-News_Americas_Newsroom.txt,2016-01-05,2016,01,05,1500,0:59:54.79,US,FOX_News,Americas Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,07:00,America/Los_Angeles
362,t__79c1e074_b3c5_11e5_81c3_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1500_US_HLN_HLN_Morning_Express.txt,2016-01-05,2016,01,05,1500,0:59:55.06,US,HLN,HLN Morning Express,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,07:00,America/Los_Angeles
363,t__a1bd6ce2_b3c5_11e5_94a2_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1500_US_KABC_Good_Morning_America.txt,2016-01-05,2016,01,05,1500,0:59:53.35,US,KABC,Good Morning America,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,07:00,America/Los_Angeles
364,t__aea0f456_b3c5_11e5_a89a_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-05/2016-01-05_1500_US_KCBS_This_Morning.txt,2016-01-05,2016,01,05,1500,0:59:54.71,US,KCBS,This Morning,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-05,07:00,America/Los_Angeles
