,id,collection,file,date,year,month,day,time,duration,country,channel,title,video_resolution,video_resolution_original,language,recording_location,original_broadcast_date,original_broadcast_time,original_broadcast_timezone,local_broadcast_date,local_broadcast_time,local_broadcast_timezone
0,t__5ff7b916_b023_11e5_b4fa_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0000_US_CNN_Erin_Burnett_Out_Front.txt,2016-01-01,2016,01,01,0000,0:59:54.75,US,CNN,Erin Burnett Out Front,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,16:00,America/Los_Angeles
1,t__4db8fe22_b023_11e5_ab23_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0000_US_FOX-News_On_the_Record_with_Greta_Van_Susteren.txt,2016-01-01,2016,01,01,0000,0:59:53.65,US,FOX_News,On the Record with Greta Van Susteren,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,16:00,America/Los_Angeles
2,t__40752f4c_b023_11e5_88f7_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0000_US_KNBC_The_Ellen_DeGeneres_Show.txt,2016-01-01,2016,01,01,0000,0:59:53.28,US,KNBC,The Ellen DeGeneres Show,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,16:00,America/Los_Angeles
3,t__09f5fa64_b023_11e5_805f_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0000_US_MSNBC_Hardball_with_Chris_Matthews.txt,2016-01-01,2016,01,01,0000,0:59:53.99,US,MSNBC,Hardball with Chris Matthews,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,16:00,America/Los_Angeles
4,t__c8b52e0a_b025_11e5_8725_5b31ebbe32ed,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0000_US_WKYC_Channel_3_News_at_7.txt,2016-01-01,2016,01,01,0000,0:30:00.100,US,WKYC,Channel 3 News at 7,480x360,,ENG,CWRU Cleveland cmm,N/A,N/A,N/A,2015-12-31,18:59,America/New_York
5,t__30ca3408_b027_11e5_9a4a_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_UK_KCET_BBC_World_News_America.txt,2016-01-01,2016,01,01,0100,0:29:55.14,UK,KCET,BBC World News America,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
6,t__d3d54c56_b02b_11e5_968b_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_CNN_Anderson_Cooper_360.txt,2016-01-01,2016,01,01,0100,0:59:53.72,US,CNN,Anderson Cooper 360,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
7,t__d8ce408c_b02b_11e5_82aa_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_FOX-News_The_OReilly_Factor.txt,2016-01-01,2016,01,01,0100,0:59:55.36,US,FOX_News,The OReilly Factor,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
8,t__7cb3f2ba_b02b_11e5_b91f_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_HLN_Nancy_Grace.txt,2016-01-01,2016,01,01,0100,0:59:55.19,US,HLN,Nancy Grace,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
9,t__a682d764_b02b_11e5_a264_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_KABC_Eyewitness_News_5PM.txt,2016-01-01,2016,01,01,0100,0:59:53.51,US,KABC,Eyewitness News 5PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
10,t__bfb3fbd2_b02b_11e5_a49e_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_KCBS_CBS_2_News_at_5PM.txt,2016-01-01,2016,01,01,0100,0:59:53.51,US,KCBS,CBS 2 News at 5PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
11,t__9a3a2c00_b02b_11e5_b5a9_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_KNBC_Channel_4_News.txt,2016-01-01,2016,01,01,0100,0:59:54.83,US,KNBC,Channel 4 News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
12,t__7ba873dc_b02b_11e5_9af5_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0100_US_MSNBC_All_In_With_Chris_Hayes.txt,2016-01-01,2016,01,01,0100,0:59:54.05,US,MSNBC,All In With Chris Hayes,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:00,America/Los_Angeles
13,t__64b9c9d2_b02b_11e5_a8b7_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0130_US_KCET_Nightly_Business_Report.txt,2016-01-01,2016,01,01,0130,0:29:53.86,US,KCET,Nightly Business Report,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,17:30,America/Los_Angeles
14,t__9d54cedc_b02f_11e5_a13e_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_UK_KCET_BBC_World_News.txt,2016-01-01,2016,01,01,0200,0:29:55.17,UK,KCET,BBC World News,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
15,t__20119c84_b034_11e5_b6d7_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_FOX-News_The_Kelly_File.txt,2016-01-01,2016,01,01,0200,0:59:54.66,US,FOX_News,The Kelly File,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
16,t__de2ba8be_b033_11e5_bbb0_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_HLN_HLN_Dr_Drew.txt,2016-01-01,2016,01,01,0200,0:59:54.97,US,HLN,HLN Dr Drew,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
17,t__ae950b62_b02f_11e5_aac4_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_KABC_Eyewitness_News_6PM.txt,2016-01-01,2016,01,01,0200,0:29:53.55,US,KABC,Eyewitness News 6PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
18,t__824d1572_b02f_11e5_91b4_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_KCBS_CBS_2_News_at_6.txt,2016-01-01,2016,01,01,0200,0:28:53.74,US,KCBS,CBS 2 News at 6,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
19,t__b3f33962_b02f_11e5_a8fc_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_KNBC_Channel_4_News.txt,2016-01-01,2016,01,01,0200,0:29:54.59,US,KNBC,Channel 4 News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
20,t__df1feb68_b033_11e5_9743_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0200_US_KOCE_The_PBS_Newshour.txt,2016-01-01,2016,01,01,0200,0:59:55.00,US,KOCE,The PBS Newshour,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:00,America/Los_Angeles
21,t__f224f618_b033_11e5_a2f8_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0229_US_KCBS_CBS_Evening_News.txt,2016-01-01,2016,01,01,0229,0:30:53.56,US,KCBS,CBS Evening News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:29,America/Los_Angeles
22,t__c640101e_b033_11e5_9365_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0230_QA_AlJazeera_America_Tonight.txt,2016-01-01,2016,01,01,0230,0:29:55.10,QA,AlJazeera,America Tonight,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2015-12-31,18:30,America/Los_Angeles
23,t__e8502b6c_b033_11e5_96aa_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0230_US_KABC_World_News_Tonight_With_David_Muir.txt,2016-01-01,2016,01,01,0230,0:29:53.78,US,KABC,World News Tonight With David Muir,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:30,America/Los_Angeles
24,t__cf03e068_b033_11e5_a11c_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0230_US_KCET_Newsline.txt,2016-01-01,2016,01,01,0230,0:29:55.26,US,KCET,Newsline,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:30,America/Los_Angeles
25,t__dfe0c3f6_b033_11e5_8944_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0230_US_KNBC_NBC_Nightly_News.txt,2016-01-01,2016,01,01,0230,0:29:54.96,US,KNBC,NBC Nightly News,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,18:30,America/Los_Angeles
26,t__f6ffc10a_b037_11e5_ae77_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_QA_AlJazeera_America_Tonight.txt,2016-01-01,2016,01,01,0300,0:29:53.75,QA,AlJazeera,America Tonight,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2015-12-31,19:00,America/Los_Angeles
27,t__710356f2_b03c_11e5_93b5_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_US_FOX-News_Hannity.txt,2016-01-01,2016,01,01,0300,0:59:54.92,US,FOX_News,Hannity,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:00,America/Los_Angeles
28,t__0f142cae_b038_11e5_a78f_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_US_KCBS_The_Insider.txt,2016-01-01,2016,01,01,0300,0:29:54.83,US,KCBS,The Insider,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:00,America/Los_Angeles
29,t__0ee770ba_b038_11e5_a998_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_US_KNBC_EXTRA.txt,2016-01-01,2016,01,01,0300,0:29:54.66,US,KNBC,EXTRA,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:00,America/Los_Angeles
30,t__3a3fc6be_b03c_11e5_ab0f_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_US_MSNBC_The_Last_Word_With_Lawrence_ODonnell.txt,2016-01-01,2016,01,01,0300,0:59:55.21,US,MSNBC,The Last Word With Lawrence ODonnell,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:00,America/Los_Angeles
31,t__47526c7a_af7f_11e5_9bc4_6fede81e2ea3,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0300_US_WUAB_Cleveland_19_News_On_43.txt,2016-01-01,2016,01,01,0300,0:59:57.597,US,WUAB,Cleveland 19 News On 43,480x360,,ENG,CWRU Cleveland cmm,N/A,N/A,N/A,2015-12-31,22:00,America/New_York
32,t__405db902_b03c_11e5_b8a7_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0330_US_KCAL_Entertainment_Tonight.txt,2016-01-01,2016,01,01,0330,0:29:53.54,US,KCAL,Entertainment Tonight,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:30,America/Los_Angeles
33,t__45ae603c_b03c_11e5_b7d8_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0330_US_KNBC_Access_Hollywood.txt,2016-01-01,2016,01,01,0330,0:29:53.41,US,KNBC,Access Hollywood,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,19:30,America/Los_Angeles
34,t__551a47a8_b040_11e5_9a8b_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0400_QA_AlJazeera_News.txt,2016-01-01,2016,01,01,0400,0:29:54.07,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2015-12-31,20:00,America/Los_Angeles
35,t__781dee58_b040_11e5_b193_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0400_US_ComedyCentral_Daily_Show.txt,2016-01-01,2016,01,01,0400,0:30:54.98,US,ComedyCentral,Daily Show,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,20:00,America/Los_Angeles
36,t__4dea8050_af7e_11e5_b010_538437746263,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0400_US_WKYC_Channel_3_News_at_11.txt,2016-01-01,2016,01,01,0400,0:33:53.833,US,WKYC,Channel 3 News at 11,480x360,,ENG,CWRU Cleveland cmm,N/A,N/A,N/A,2015-12-31,23:00,America/New_York
37,t__84afa3f6_b044_11e5_85c4_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0430_QA_AlJazeera_Inside_Story.txt,2016-01-01,2016,01,01,0430,0:29:53.86,QA,AlJazeera,Inside Story,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2015-12-31,20:30,America/Los_Angeles
38,t__f07bb37c_b044_11e5_ad5c_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0431_US_ComedyCentral_The_Nightly_Show.txt,2016-01-01,2016,01,01,0431,0:31:53.88,US,ComedyCentral,The Nightly Show,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,20:31,America/Los_Angeles
39,t__867eb9c2_b055_11e5_b6ab_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0600_US_KTLA_KTLA_News_at_10PM.txt,2016-01-01,2016,01,01,0600,0:59:53.80,US,KTLA,KTLA News at 10PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,22:00,America/Los_Angeles
40,t__7493736a_b055_11e5_9f6c_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0600_US_KTTV-FOX_Ten_OClock_News.txt,2016-01-01,2016,01,01,0600,0:59:53.41,US,KTTV_FOX,Ten OClock News,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,22:00,America/Los_Angeles
41,t__7400231c_b055_11e5_a41f_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0630_US_KCBS_The_Insider.txt,2016-01-01,2016,01,01,0630,0:29:53.58,US,KCBS,The Insider,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,22:30,America/Los_Angeles
42,t__527b6878_b05a_11e5_b75b_089e01ba0770,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0700_US_KABC_KABC_7_News_at_11PM.txt,2016-01-01,2016,01,01,0700,0:34:54.88,US,KABC,KABC 7 News at 11PM,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:00,America/Los_Angeles
43,t__595b9f8c_b05a_11e5_bf9b_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0700_US_KCBS_CBS_2_News_at_11PM.txt,2016-01-01,2016,01,01,0700,0:34:53.65,US,KCBS,CBS 2 News at 11PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:00,America/Los_Angeles
44,t__913f049e_b059_11e5_8e7a_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0700_US_KNBC_Channel_4_News_at_11PM.txt,2016-01-01,2016,01,01,0700,0:29:53.39,US,KNBC,Channel 4 News at 11PM,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:00,America/Los_Angeles
45,t__7981d138_b059_11e5_9a49_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0700_US_KOCE_Tavis_Smiley.txt,2016-01-01,2016,01,01,0700,0:29:53.02,US,KOCE,Tavis Smiley,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:00,America/Los_Angeles
46,t__0bb6506c_b062_11e5_8d96_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0730_US_KNBC_NBCs_New_years_Eve_with_Carson_Daly.txt,2016-01-01,2016,01,01,0730,0:59:55.53,US,KNBC,NBCs New years Eve with Carson Daly,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:30,America/Los_Angeles
47,t__e265f3ac_b061_11e5_97b1_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0730_US_KOCE_Charlie_Rose.txt,2016-01-01,2016,01,01,0730,0:59:53.63,US,KOCE,Charlie Rose,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:30,America/Los_Angeles
48,t__aebf0aa6_b05d_11e5_99d4_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0730_US_KOCE_Tavis_Smiley.txt,2016-01-01,2016,01,01,0730,0:29:53.82,US,KOCE,Tavis Smiley,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:30,America/Los_Angeles
49,t__27b3a926_b063_11e5_817b_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0735_US_KABC_Jimmy_Kimmel_Live.txt,2016-01-01,2016,01,01,0735,1:01:53.45,US,KABC,Jimmy Kimmel Live,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:35,America/Los_Angeles
50,t__3604c622_b063_11e5_8191_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0735_US_KCBS_Late_Show_with_Stephen_Colbert.txt,2016-01-01,2016,01,01,0735,1:01:53.63,US,KCBS,Late Show with Stephen Colbert,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2015-12-31,23:35,America/Los_Angeles
51,t__b4459ece_b06a_11e5_830b_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0830_US_KNBC_Tonight_Show_with_Jimmy_Fallon.txt,2016-01-01,2016,01,01,0830,1:01:53.64,US,KNBC,Tonight Show with Jimmy Fallon,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,00:30,America/Los_Angeles
52,t__41ede62e_b06a_11e5_9c8f_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0830_US_KOCE_Charlie_Rose.txt,2016-01-01,2016,01,01,0830,0:59:53.72,US,KOCE,Charlie Rose,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,00:30,America/Los_Angeles
53,t__3de2889e_b067_11e5_818a_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0837_US_KABC_Nightline.txt,2016-01-01,2016,01,01,0837,0:30:53.37,US,KABC,Nightline,640x352,1280x720,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,00:37,America/Los_Angeles
54,t__1841b6c6_b073_11e5_a92d_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_0932_US_KNBC_Late_Night_with_Seth_Myers.txt,2016-01-01,2016,01,01,0932,0:59:53.33,US,KNBC,Late Night with Seth Myers,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,01:32,America/Los_Angeles
55,t__0078e484_b077_11e5_adf9_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1000_US_CNN_Early_Start.txt,2016-01-01,2016,01,01,1000,0:59:53.59,US,CNN,Early Start,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,02:00,America/Los_Angeles
56,t__3aa4c9c2_b07f_11e5_9023_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1100_QA_AlJazeera_News.txt,2016-01-01,2016,01,01,1100,0:59:54.00,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-01,03:00,America/Los_Angeles
57,t__918c67e0_b07f_11e5_bf30_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1100_US_CNN_New_Day.txt,2016-01-01,2016,01,01,1100,0:59:53.62,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,03:00,America/Los_Angeles
58,t__918fc2be_b07f_11e5_bc6a_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1100_US_FOX-News_Fox_and_Friends.txt,2016-01-01,2016,01,01,1100,0:59:52.87,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,03:00,America/Los_Angeles
59,t__e5d747fe_b087_11e5_9e70_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1200_US_CNN_New_Day.txt,2016-01-01,2016,01,01,1200,0:59:53.58,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,04:00,America/Los_Angeles
60,t__e5d74812_b087_11e5_b661_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1200_US_FOX-News_Fox_and_Friends.txt,2016-01-01,2016,01,01,1200,0:59:53.58,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,04:00,America/Los_Angeles
61,t__78c28466_b083_11e5_b62f_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1200_US_KNBC_Early_Today.txt,2016-01-01,2016,01,01,1200,0:29:53.32,US,KNBC,Early Today,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,04:00,America/Los_Angeles
62,t__aaee4fca_b087_11e5_a628_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1230_US_KNBC_Today_in_LA_at_430am.txt,2016-01-01,2016,01,01,1230,0:29:54.88,US,KNBC,Today in LA at 430am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,04:30,America/Los_Angeles
63,t__52c117d4_b090_11e5_bf95_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1300_US_CNN_New_Day.txt,2016-01-01,2016,01,01,1300,0:59:53.50,US,CNN,New Day,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,05:00,America/Los_Angeles
64,t__52c11770_b090_11e5_a309_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1300_US_FOX-News_Fox_and_Friends.txt,2016-01-01,2016,01,01,1300,0:59:53.54,US,FOX_News,Fox and Friends,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,05:00,America/Los_Angeles
65,t__23304292_b090_11e5_8fa0_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1300_US_KNBC_Today_in_LA_at_5am.txt,2016-01-01,2016,01,01,1300,0:59:53.50,US,KNBC,Today in LA at 5am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,05:00,America/Los_Angeles
66,t__6019ddaa_b098_11e5_ab32_089e01ba0335,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_QA_AlJazeera_News.txt,2016-01-01,2016,01,01,1400,0:59:53.92,QA,AlJazeera,News,640x480,720x480,,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
67,t__d54b6792_b098_11e5_bf15_089e01ba0338,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_US_CNN_Newsroom.txt,2016-01-01,2016,01,01,1400,0:59:53.63,US,CNN,Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
68,t__ed9c1206_b098_11e5_83c7_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_US_FOX-News_Americas_Newsroom.txt,2016-01-01,2016,01,01,1400,0:59:54.93,US,FOX_News,Americas Newsroom,640x352,1920x1088,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
69,t__78c13376_b098_11e5_a18e_2c600c9500f4,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_US_HLN_HLN_Morning_Express.txt,2016-01-01,2016,01,01,1400,0:59:55.02,US,HLN,HLN Morning Express,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
70,t__6109a2ae_b098_11e5_8a24_089e01ba0326,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_US_KCET_Newsroom_Tokyo.txt,2016-01-01,2016,01,01,1400,0:59:53.73,US,KCET,Newsroom Tokyo,640x480,720x480,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
71,t__97e8200c_b098_11e5_810a_089e01ba034d,"Communication Studies Archive, UCLA",/db/tv/2016/2016-01/2016-01-01/2016-01-01_1400_US_KNBC_Today_in_LA_at_6am.txt,2016-01-01,2016,01,01,1400,0:59:53.28,US,KNBC,Today in LA at 6am,640x352,1920x1080,ENG,UCLA Library,N/A,N/A,N/A,2016-01-01,06:00,America/Los_Angeles
